name	url
МОСКОВСКАЯ ГОРОДСКАЯ ОНКОЛОГИЧЕСКАЯ БОЛЬНИЦА № 62	http://www.spr.ru/krasnogorsk-i-krasnogorskiy-rayon/moskovskaya-gorodskaya-onkologicheskaya-bolnitsa-62.html
МОСКОВСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ОНКОЛОГИЧЕСКИЙ ИНСТИТУТ ИМЕНИ П.А. ГЕРЦЕНА	http://www.spr.ru/hamovniki/moskovskiy-nauchno-issledovatelskiy-onkologicheskiy-institut-imeni-p-a-gertsena.html
ОНКОЛОГИЧЕСКАЯ КЛИНИКА	http://www.spr.ru/begovoy/onkologicheskaya-klinika.html
