Аптека
Уже несколько лет пользуюсь аптекой Фарм Экспресс. Очень довольна. Не нужно выходить из дома. Курьер все привозит на дом или на работу. Достаточно позвонить по телефону: 84959800000 и заказать. Всегда есть в наличии нужные мне лекарства. И цены значительно ниже многих аптек. Я очень довольна данной аптекой.
